student_id,activity_id,swap_weight,group_id,new_group_id
16041,3268267,0,155877,155877
17576,2897137,1,139772,139779
17316,3277780,0,158421,158421
15247,2904130,1,141977,141977
17838,3271176,0,156634,156634
17616,3269916,1,156262,156262
15343,3270968,1,156559,156559
5184,3279492,0,159960,159960
16422,3270501,0,156426,156426
17273,2897204,1,139839,139841
15091,3277238,0,158299,158299
16611,3271446,0,156710,156710
17629,2901303,1,141041,141044
15570,3281555,0,159659,159659
14173,3272031,0,156881,156881
15311,3272838,0,157124,157124
16195,3275063,0,157615,157615
15078,3269180,0,156046,156046
16303,3275147,0,157701,157701
16027,3275077,0,157629,157629
17756,3277780,0,158423,158423
16579,3274739,0,157487,157487
15445,3267976,0,162326,162326
14543,3268048,0,155758,155758
15347,3277238,0,158297,158297
16068,3275056,0,157611,157611
16356,3279492,0,159960,159960
15108,3277220,1,158286,158286
17877,2901933,1,141130,141130
12731,3275854,0,157820,157820
12830,3276602,0,158085,158085
16013,3272073,1,156923,156923
15522,3272031,1,156889,156889
16334,3270197,0,156327,156327
17349,3271446,0,156707,156707
15335,3272073,0,156921,156921
16587,3275203,0,157755,157755
16085,3281556,0,159660,159660
14211,3276439,1,158028,158030
16126,3275140,0,157691,157691
15587,3275063,0,157616,157616
15407,3275056,0,157608,157608
14145,3272956,0,157164,157164
14117,3274351,0,157363,157363
17312,3271176,0,156603,156603
15388,3276634,0,158112,158112
17817,3269702,0,156216,156216
16429,3268271,0,155881,155881
16428,3279214,0,159533,159533
15358,3275077,0,157627,157627
16288,3275049,0,157602,157602
16096,3275154,0,157704,157704
14099,3283584,0,162213,162213
16310,3275070,0,157620,157620
18487,3277665,0,158403,158403
16155,3276021,0,157913,157913
15547,3268096,0,155781,155781
19004,3268684,1,155998,155997
17558,3268184,0,155802,155802
18057,3268224,0,155842,155842
17496,3277780,0,158424,158424
16530,3275063,0,157618,157618
16207,3268267,0,155879,155879
14185,2897854,1,140062,140062
18919,3279852,0,162312,162312
16263,3275154,0,157704,157704
15251,3269393,0,156133,156133
17821,2901933,1,141130,141136
17878,2901933,1,141130,141130
14279,3276514,0,158066,158066
14358,3274351,0,157363,157363
12729,2902316,1,141203,141203
15468,2897419,1,139853,139853
17761,3268194,0,155812,155812
16283,3272059,0,156915,156915
16509,3275154,0,157705,157705
17614,2901277,1,141015,141016
16555,3272045,0,156901,156901
19048,3272514,0,157094,157094
16071,3269916,0,156262,156262
19048,3277665,0,158406,158406
11839,3274389,0,157376,157376
17645,2897204,1,139839,139839
15258,3271094,0,156597,156597
11006,3277021,0,158223,158223
15291,3281555,0,159659,159659
14092,2903943,1,141888,141890
16191,3275056,0,157611,157611
17471,3275412,0,157777,157777
11931,3275077,0,157628,157628
16227,3277508,1,158381,158381
12754,3269329,0,156094,156094
17637,3277780,0,158421,158421
17892,3271491,0,156738,156738
15287,3277124,0,158250,158250
15179,3272843,0,157127,157127
15021,3277256,0,158319,158319
18862,3278865,1,158558,158555
16122,3277508,0,158382,158382
17892,2897419,1,139853,139853
17310,2897163,1,139798,139819
14173,3275077,0,157627,157627
17759,3268684,1,155997,155997
16031,3275988,0,157879,157879
15018,3272956,0,157164,157164
15535,3277021,1,158223,158223
16273,3268084,0,155772,155772
16579,3281556,0,159660,159660
17794,3274710,0,157450,157450
14404,3274145,0,157271,157271
17485,3274855,1,157584,157584
12056,3277012,0,158213,158213
16231,3270614,1,156466,156466
13993,3272315,0,156987,156987
16410,3275955,0,157853,157853
10615,2897950,1,140133,140133
14477,3270197,0,156329,156329
15173,3277256,0,158313,158313
17306,3275017,0,157592,157592
15356,3270354,0,156407,156407
15290,3275370,1,157769,157770
15377,3275049,0,157602,157602
17374,3269916,0,156259,156259
16199,3275988,0,157886,157886
17420,3271176,0,156640,156640
17491,3277975,0,158439,158439
18479,3277662,1,158399,158400
17609,3271176,1,156641,156641
17848,3274739,0,157465,157465
16214,3268090,1,155776,155776
17510,3275594,0,157788,157788
14159,3276634,1,158115,158115
15335,2904718,1,142142,142142
17540,2905429,1,142327,142335
15419,3270232,0,156359,156359
17491,3268194,0,155810,155810
15060,3268012,0,162475,162475
19101,3278620,0,158537,158537
15358,3272031,0,156881,156881
16314,3272031,1,156880,156880
17709,3268096,0,155781,155781
17502,2897572,1,140006,140006
15031,3268036,0,162663,162663
14477,3268275,0,155887,155887
16075,3270197,0,156327,156327
17435,3273312,0,157227,157227
16432,3279772,0,160312,160312
12959,3274276,0,157326,157326
17542,3268254,0,155872,155872
15373,3277310,0,158361,158361
15335,3277508,0,158382,158382
14145,3267988,0,162355,162355
16066,3275070,0,157622,157622
12895,3276439,0,158028,158028
15033,3268024,0,162633,162633
13985,3276939,0,158170,158170
16574,2899627,1,140559,140559
15365,2905234,1,142293,142293
17766,3274710,0,157443,157443
16072,3279488,0,159942,159942
19031,3273511,0,157235,157235
16385,3271446,0,156700,156700
14147,3272261,1,156960,156960
16241,3277508,0,158383,158383
16203,3270629,0,156478,156478
15182,3283585,0,162243,162243
17573,3278363,0,158509,158509
17622,3270947,0,156552,156552
17273,3270314,0,156369,156369
16310,3275063,0,157615,157615
14159,3276618,1,158097,158101
15572,3275767,0,157808,157808
17609,3271491,0,156739,156739
16176,3275147,0,157697,157697
13067,3279123,0,159464,159464
17604,3279520,0,160013,160013
17465,2897521,1,139955,139955
16503,2897966,1,140149,140154
16340,3271176,0,156616,156616
15208,3277238,0,158302,158302
14261,3276021,0,157913,157913
17805,3275594,0,157788,157788
16422,3268291,0,155901,155901
14173,3276021,0,157913,157913
17908,3277780,0,158418,158418
16407,3268275,0,155886,155886
16096,3279492,0,159960,159960
15339,3277256,0,158314,158314
15357,3281555,0,159659,159659
15329,3277238,0,158299,158299
15569,3269916,1,156259,156259
16627,3268283,0,155894,155894
16307,3275063,0,157615,157615
17761,3268184,1,155802,155802
13976,3272853,0,157136,157136
14046,3276963,0,158191,158191
13910,3274351,0,157363,157363
15573,3275133,1,157687,157687
16205,3270810,0,156522,156522
15356,3269861,0,162515,162515
16472,3272073,0,156921,156921
16276,3268287,0,155897,155897
18072,2901251,1,140989,140989
16385,3275049,0,157603,157603
16227,3270810,0,156523,156523
15780,2900348,1,140660,140660
12064,2900923,1,140886,140888
16095,3275056,0,157608,157608
16481,3275147,0,157697,157697
15335,2904459,1,142059,142059
17292,3274855,0,157583,157583
14173,3275999,0,157897,157897
15391,3283584,0,162211,162211
16126,3275077,0,157627,157627
14336,3279123,0,159464,159464
15394,3277220,1,158276,158276
16263,3279492,0,159960,159960
16512,2905549,1,142338,142342
16479,3269916,0,156260,156260
16073,3270597,1,156455,156455
16629,3270314,0,156371,156371
17892,3268244,0,155860,155860
16511,3270629,0,156478,156478
16358,3275988,0,157882,157882
17829,3273312,0,157228,157228
16428,3279213,0,159532,159532
15388,3274580,0,157404,157404
15150,3274254,0,157320,157320
15292,3272853,0,157136,157136
17805,3277780,0,158425,158425
16534,3275203,0,157755,157755
15715,3272045,0,156897,156897
16714,2897470,1,139904,139904
15598,2904531,1,142131,142131
17388,3274855,0,157582,157582
17629,2897419,1,139853,139853
16439,2906394,1,142620,142622
16273,3272031,0,156887,156887
15389,3271491,0,156738,156738
15017,3272277,0,156974,156974
16637,3271221,1,156673,156673
16504,2898868,1,140320,140320
16228,3273312,0,157228,157228
15379,3269534,0,156148,156148
15374,3271446,1,156725,156725
16066,3276010,0,157909,157909
16629,3270346,0,156400,156400
11839,3268542,0,155951,155951
16195,3272059,0,156906,156906
17895,3277776,0,158414,158414
16047,3270204,0,156335,156335
17351,3279520,0,160013,160013
13912,3279734,0,160262,160262
13086,3275154,0,157705,157705
17316,3279488,0,159943,159943
15437,3279328,0,159662,159662
16164,3275203,0,157753,157753
13055,3267813,0,155649,155649
16519,3271491,1,156737,156738
17566,3269916,0,156259,156259
16310,3272073,0,156919,156919
16313,3270197,1,156329,156329
16522,3270614,0,156464,156464
14339,3269241,0,156082,156082
17868,3270810,0,156523,156523
16332,3269916,0,156262,156262
15388,3272183,0,156931,156931
16322,3270865,0,156527,156527
16231,2897204,1,139839,139845
15060,3277220,0,158273,158273
16103,3281555,0,159659,159659
15373,3268024,0,162645,162645
17836,3279520,0,160013,160013
16276,3270225,0,156353,156353
12731,3268472,0,155931,155931
16276,3268279,0,155889,155889
15260,2904750,1,142174,142180
17590,3274739,0,157468,157468
16532,3270810,1,156520,156520
17613,3274855,0,157583,157583
15483,3275140,0,157694,157694
19023,3272514,1,157093,157093
16144,3275161,0,157713,157713
16053,3275084,0,157638,157638
17837,3270330,1,156386,156386
15020,2902855,1,141403,141403
16214,2905970,1,142563,142563
17902,3273083,0,157216,157216
15541,3269505,0,156144,156144
15522,3275084,0,157634,157634
14171,3268377,0,155911,155911
17540,3270968,0,156563,156563
15073,3279711,0,160231,160231
16186,3275988,0,157885,157885
17431,2897419,1,139853,139853
15395,3269916,0,156260,156260
16098,3268275,1,155885,155885
16479,3272031,1,156886,156886
13946,3277292,0,158355,158355
16186,3275070,0,157625,157625
15238,3272252,0,156954,156954
17464,3277776,0,158414,158414
14305,2899554,1,140486,140486
16307,3275070,0,157620,157620
16104,3270609,1,156461,156461
16206,3270204,0,156335,156335
17515,2897204,1,139839,139839
18900,3279852,0,162312,162312
13078,3277161,0,158262,158262
15148,3275070,0,157621,157621
12850,3275370,0,157770,157770
17572,2899554,1,140486,140486
17842,3269888,1,156246,156247
16600,3270354,0,156405,156405
15640,3268271,1,155882,155882
14121,3275921,0,157837,157837
14185,2897864,1,140072,140072
15384,3272045,0,156894,156894
17318,3273312,0,157228,157228
16337,3268096,0,155781,155781
16306,3277508,1,158384,158384
16643,3281555,0,159659,159659
17476,3277776,0,158415,158415
14521,3274351,0,157363,157363
16102,3275999,0,157892,157892
16028,3279772,0,160312,160312
16285,3276021,0,157913,157913
17892,2901303,1,141041,141043
15581,3277274,0,158336,158336
13920,3279328,0,159662,159662
17303,3275412,0,157775,157775
14007,2897844,1,140052,140052
16027,3275966,0,157863,157863
15222,3276010,0,157907,157907
17731,2899627,1,140559,140559
15112,3272252,0,156950,156950
15457,3272031,1,156887,156887
12889,3276447,0,158038,158038
17281,3274855,0,157581,157581
12770,3272838,0,157122,157122
15305,3275133,0,157687,157687
16472,3277508,0,158382,158382
16577,3273083,0,157216,157216
17273,3277975,0,158438,158438
15107,3272473,0,157074,157074
18705,3268684,0,155995,155995
15189,3276634,0,158117,158117
15088,3274351,0,157363,157363
16296,3270609,0,156461,156461
15018,3275370,0,157769,157769
15202,3279772,0,160311,160311
16564,3279234,0,159565,159565
16241,3281555,0,159659,159659
17637,3279488,0,159943,159943
14115,2904125,1,141972,141972
17506,3271176,0,156610,156610
18596,3278620,0,158536,158536
17298,3277776,0,158414,158414
11911,2903947,1,141892,141894
15435,3272843,0,157129,157129
16246,3277508,0,158385,158385
17302,3269702,0,156216,156216
15040,3275370,0,157770,157770
17536,3268254,0,155872,155872
17638,3274855,0,157584,157584
15104,3276506,0,158058,158058
15572,3272956,0,157164,157164
17417,3274710,0,157461,157461
15511,3267988,0,162358,162358
16593,3275988,0,157881,157881
17641,2897111,1,139746,139746
12864,3272828,0,157114,157114
15587,3275999,0,157894,157894
16429,3268283,0,155894,155894
15065,3277292,0,158350,158350
16410,3281555,0,159659,159659
13078,3268540,0,159476,159476
16343,3275070,0,157620,157620
16113,3275966,0,157859,157859
15150,3267988,0,162366,162366
15282,3279767,0,160301,160301
17629,2899189,1,140413,140413
15271,3267988,0,162367,162367
17484,3277780,0,158424,158424
14543,2904483,1,142083,142083
12847,3275370,0,157770,157770
13095,3277256,0,158320,158320
12959,3268036,0,162662,162662
14396,2903807,1,141853,141854
12754,3276127,0,157942,157942
17800,3274855,1,157583,157583
17614,2901290,1,141028,141029
17629,3271446,0,156697,156697
15286,3277292,0,158352,158352
15280,3272031,0,156886,156886
12690,2898542,1,140272,140272
17543,2897470,1,139904,139929
17323,3274739,0,157488,157488
16209,3275049,0,157599,157599
16268,3279231,0,159545,159545
16047,3270218,0,156346,156346
15561,3275161,0,157711,157711
19035,3277665,0,158403,158403
17449,2897137,1,139772,139780
16140,2904483,1,142083,142083
15094,3279767,0,160301,160301
17676,3275412,0,157776,157776
16509,3275147,0,157699,157699
16542,3279328,0,159662,159662
15266,2905234,1,142293,142293
12796,3279492,0,159960,159960
16501,2904459,1,142059,142059
18839,3277662,1,158400,158399
16022,3278145,0,158474,158474
17751,3279488,0,159943,159943
16122,3275161,0,157728,157728
16549,3275999,0,157897,157897
15468,2897572,1,140006,140006
18780,3272514,0,157090,157090
15061,3277310,0,158361,158361
17543,3271176,1,156608,156608
16582,3270810,0,156522,156522
15417,3274276,1,157326,157325
17796,3268184,0,155797,155797
16425,3275070,0,157620,157620
17553,3270362,0,156414,156414
17743,3271221,1,156687,156687
16519,2905858,1,142451,142461
15073,3276955,0,158187,158187
11751,3267976,0,162321,162321
17630,3279520,0,160013,160013
15660,2906394,1,142620,142620
17828,3278363,0,158508,158508
16261,3270218,0,156346,156346
17633,2899554,1,140486,140486
16620,3271094,0,156597,156597
16028,3281556,0,159660,159660
13927,3276443,1,158032,158032
13086,3275063,0,157613,157613
13925,3338868,0,162768,162768
17319,3269702,0,156215,156215
16109,3270211,0,156339,156339
16303,3275084,0,157635,157635
17282,2901264,1,141002,141002
15186,3267934,0,155670,155670
14103,3277292,1,158358,158358
16238,3270354,0,156411,156411
16007,3270204,0,156331,156331
16503,3279328,0,159662,159662
16203,3270597,0,156456,156456
17420,3269916,0,156260,156260
18839,3278865,0,158555,158555
16452,2897137,1,139772,139772
16036,3272059,0,156916,156916
17405,3268234,0,155844,155844
14094,3275203,0,157754,157754
16422,3279213,0,159532,159532
17282,3278017,0,158444,158444
15458,3272031,0,156886,156886
15182,3274420,1,157381,157381
11559,3272154,0,156927,156927
17420,3268214,0,155826,155826
11559,3276947,0,158174,158174
16445,3279492,0,159960,159960
15381,3272956,0,157164,157164
16256,3272031,0,156887,156887
18548,3278363,0,158529,158529
13095,3276963,1,158192,158192
17827,3279488,0,159943,159943
16153,3275056,0,157608,157608
15136,3269196,0,156062,156062
15062,3274351,0,157363,157363
16122,3275154,0,157708,157708
15217,3278145,0,158474,158474
16177,3275966,1,157859,157859
16177,3275955,0,157851,157851
18928,3278363,0,158507,158507
17616,3277780,1,158420,158420
17821,3269916,0,156259,156259
14183,3269121,0,156037,156037
16521,3275161,0,157739,157739
15195,2903199,1,141521,141524
14356,3268373,0,155909,155909
17367,3270346,1,156400,156400
17278,3274710,1,157440,157446
16545,3275161,0,157720,157720
17271,3270968,1,156566,156566
18544,3278363,0,158511,158511
14029,3270668,0,156492,156492
13946,3274276,0,157326,157326
17766,3271446,0,156710,156710
14099,3274276,1,157326,157325
17493,3277780,0,158418,158418
18057,3268204,0,155821,155821
15145,3276679,0,158131,158131
15382,3275203,0,157755,157755
16031,3275063,0,157613,157613
16318,3269389,0,156129,156129
17649,3278017,0,158443,158443
17515,3273312,0,157230,157230
16134,3275977,0,157869,157869
14009,2902844,1,141392,141393
17522,3277776,0,158416,158416
17542,3277776,0,158414,158414
14345,3275140,1,157694,157692
16263,3275161,0,157716,157716
15134,3268414,0,155923,155923
12757,3276455,0,158046,158046
16019,3281555,0,159659,159659
14245,3268550,0,155959,155959
17302,3268224,0,155834,155834
14465,3271073,0,156590,156590
16174,3275049,0,157600,157600
17266,3268234,0,155844,155844
15363,3270346,0,156403,156403
17602,2897163,1,139798,139798
17817,3270362,0,156414,156414
17502,2897419,1,139853,139853
15502,3276626,0,158105,158105
16096,3275133,0,157684,157684
18802,3268684,1,155997,155997
17319,3270947,0,156546,156546
15287,3279157,0,159493,159493
15329,3277310,0,158361,158361
15514,3268275,1,155886,155886
17748,3271446,1,156700,156700
16282,3272073,1,156919,156920
16611,3275412,1,157777,157777
15467,3274855,0,157584,157584
16108,3276010,0,157905,157905
15565,3271221,0,156671,156671
16521,3270810,0,156522,156522
