student_id,activity_id,swap_weight,group_id,new_group_id
14489,1699451,0,88493,0
15096,1700823,0,88913,0
11742,1703265,1,89569,0
15369,1700863,0,88946,0
12835,1703918,0,89747,0
11958,1701745,0,91955,0
15600,1700899,0,88979,0
15527,1699451,1,88477,0
15473,1697344,0,87996,0
12748,1704625,0,89918,0
15658,1700899,0,88978,0
15455,1699451,0,88490,0
15482,1699451,0,88502,0
15265,1697058,0,87907,0
14070,1706510,0,91808,0
15502,1697299,1,87955,0
12660,1702260,0,89205,0
15500,1697344,0,88025,0
15558,1700852,0,88929,0
15130,1700852,0,88929,0
11806,1704760,0,89968,0
13032,1706520,0,91811,0
12666,1702341,0,89223,0
14255,1703918,0,89738,0
14314,1698996,0,88360,0
11914,1703962,0,89778,0
14212,1703712,0,89705,0
12858,1702077,0,89148,0
14196,1705129,0,90134,0
15182,1700852,0,88936,0
15282,1706083,0,91507,0
14201,1705065,0,90071,0
13002,1703011,1,89440,0
14032,1699960,1,88596,0
14301,1703897,0,89714,0
12827,1702260,0,89211,0
14543,1700841,0,88922,0
14061,1697562,0,88159,0
15394,1698721,0,88321,0
15482,1700884,1,88964,0
14536,1700841,1,88923,0
14435,1697058,0,87913,0
9879,1705017,0,90032,0
12700,1704766,0,89974,0
12890,1703962,1,89779,0
15525,1698721,0,88320,0
15176,1697115,1,87941,0
12666,1704500,0,89903,0
12657,1700105,0,88636,0
15259,1706083,0,91507,0
12994,1703142,0,89498,0
15246,1705711,0,91269,0
12756,1703918,0,89746,0
15089,1699061,0,88391,0
15100,1705711,0,91269,0
14453,1697115,0,87939,0
14399,1705033,0,90049,0
12731,1704031,0,89820,0
12970,1706510,0,91808,0
15183,1697299,0,87977,0
14097,1705033,0,90042,0
14505,1705017,0,90034,0
12919,1704760,1,89967,0
12790,1702233,0,89180,0
12943,1699061,0,88412,0
15176,1697033,0,87883,0
15056,1699061,1,88402,0
14090,1697720,0,88174,0
15501,1697033,0,87883,0
10946,1700526,1,88813,0
11914,1701456,0,89012,0
12923,1704760,0,89965,0
15455,1697115,0,87936,0
12652,1703712,0,89704,0
12644,1702368,0,89250,0
15059,1697058,0,87917,0
15173,1699451,0,88500,0
14193,1705113,0,90128,0
15065,1700841,0,88921,0
14492,1700884,0,88959,0
12645,1703897,1,89726,0
12064,1699960,1,88598,0
12838,1700105,0,88636,0
15404,1698721,0,88319,0
14393,1698721,1,88316,0
12683,1703520,0,89651,0
11575,1703712,0,89706,0
13023,1703534,0,89659,0
13068,1697562,1,88160,0
10897,1697530,0,88129,0
13032,1704500,0,89901,0
14404,1699960,0,88598,0
12715,1704003,0,89789,0
13002,1702807,0,89387,0
13913,1703939,1,89763,0
15466,1697058,0,87919,0
14100,1703712,0,89706,0
13944,1704859,1,90012,0
10856,1704707,1,89949,0
14067,1700899,0,88976,0
12890,1700105,0,88633,0
14304,1703897,0,89716,0
9100,1700454,0,88768,0
11551,1701901,0,89097,0
8068,1700510,1,88802,0
12826,1700115,0,88644,0
15062,1700884,0,88961,0
12765,1704500,1,89902,0
15247,1700841,0,88920,0
15104,1697001,0,87858,0
14261,1698721,1,88317,0
13012,1697344,0,87994,0
14255,1706510,0,91808,0
